node_id,seq,flags,temp_c,humidity_pct,temp_valid,humidity_valid,crc_ok
25,11,0,31.03,40.0,True,True,True
1,8,0,28.00,46.2,True,True,True
55,52,0,29.93,42.6,True,True,True
25,12,0,30.84,40.7,True,True,True
1,9,0,28.00,46.2,True,True,True
55,53,0,29.70,42.7,True,True,True
25,13,0,30.62,41.2,True,True,True
1,10,0,28.50,43.4,True,True,True
25,14,0,30.74,41.5,True,True,True
1,11,0,29.00,43.5,True,True,True
55,55,0,29.62,42.6,True,True,True
25,15,0,30.66,41.7,True,True,True
25,16,0,30.80,41.7,True,True,True
55,57,0,29.62,42.6,True,True,True
25,17,0,30.69,41.8,True,True,True
1,14,0,29.00,44.5,True,True,True
55,58,0,29.67,42.6,True,True,True
25,18,0,30.65,41.7,True,True,True
1,15,0,28.50,44.1,True,True,True
55,59,0,29.75,42.6,True,True,True
25,19,0,30.94,41.7,True,True,True
1,16,0,29.00,44.2,True,True,True
55,60,0,29.69,42.7,True,True,True
25,20,0,30.67,41.8,True,True,True
55,62,0,29.73,42.7,True,True,True
25,22,0,30.58,41.6,True,True,True
55,63,0,30.00,42.7,True,True,True
25,23,0,30.61,41.2,True,True,True
55,64,0,29.80,42.7,True,True,True
25,24,0,30.41,41.5,True,True,True
55,66,0,29.93,42.7,True,True,True
25,26,0,30.85,41.0,True,True,True
25,27,0,30.93,40.5,True,True,True
55,68,0,29.96,42.7,True,True,True
25,28,0,31.07,40.8,True,True,True
55,69,0,30.29,42.7,True,True,True
25,29,0,30.89,40.3,True,True,True
25,30,0,30.91,40.7,True,True,True
25,31,0,30.94,40.3,True,True,True
55,72,0,30.08,42.6,True,True,True
55,73,0,30.08,42.5,True,True,True
55,74,0,29.91,42.5,True,True,True
25,34,0,31.16,40.6,True,True,True
55,75,0,29.85,42.6,True,True,True
25,35,0,31.02,41.0,True,True,True
25,36,0,30.76,41.2,True,True,True
55,77,0,29.62,42.5,True,True,True
25,37,0,30.80,41.4,True,True,True
64,1,0,27.54,42.0,True,True,True
55,78,0,29.67,42.6,True,True,True
25,38,0,30.80,41.4,True,True,True
55,79,0,29.74,42.6,True,True,True
25,39,0,30.74,42.4,True,True,True
55,80,0,30.43,44.4,True,True,True
25,40,0,30.69,41.2,True,True,True
64,0,0,29.26,42.9,True,True,True
55,81,0,30.35,43.3,True,True,True
25,41,0,30.62,42.3,True,True,True
3,0,0,27.50,46.2,True,True,True
55,82,0,30.71,43.1,True,True,True
25,42,0,30.60,40.1,True,True,True
64,2,0,28.73,41.8,True,True,True
55,83,0,30.66,42.6,True,True,True
25,43,0,30.41,39.9,True,True,True
64,3,0,28.72,41.9,True,True,True
3,2,0,27.50,47.2,True,True,True
55,84,0,30.45,42.5,True,True,True
25,44,0,30.36,40.0,True,True,True
64,4,0,28.67,42.1,True,True,True
3,3,0,27.50,48.7,True,True,True
55,85,0,30.73,42.5,True,True,True
25,45,0,30.47,39.8,True,True,True
64,5,0,28.61,42.2,True,True,True
3,4,0,27.50,48.6,True,True,True
55,86,0,30.51,42.5,True,True,True
25,46,0,30.38,39.9,True,True,True
64,6,0,28.50,42.4,True,True,True
3,5,0,27.50,48.3,True,True,True
55,87,0,30.59,42.5,True,True,True
25,47,0,30.44,39.9,True,True,True
64,7,0,28.50,42.5,True,True,True
3,6,0,27.50,47.5,True,True,True
25,48,0,30.24,40.1,True,True,True
64,8,0,28.41,42.6,True,True,True
3,7,0,27.50,46.6,True,True,True
55,89,0,30.38,42.6,True,True,True
25,49,0,30.28,40.2,True,True,True
64,9,0,28.28,42.7,True,True,True
55,90,0,31.28,42.5,True,True,True
25,50,0,30.26,39.4,True,True,True
64,10,0,28.25,42.8,True,True,True
3,9,0,27.50,46.3,True,True,True
55,91,0,31.53,42.5,True,True,True
25,51,0,30.39,39.6,True,True,True
64,11,0,28.40,42.8,True,True,True
55,92,0,30.91,42.5,True,True,True
25,52,0,30.12,39.2,True,True,True
64,12,0,28.51,42.9,True,True,True
55,93,0,30.31,42.5,True,True,True
25,53,0,29.99,39.6,True,True,True
64,13,0,28.42,42.9,True,True,True
55,94,0,30.33,42.5,True,True,True
25,54,0,30.26,39.6,True,True,True
64,14,0,28.38,42.9,True,True,True
55,95,0,30.39,42.4,True,True,True
64,15,0,28.30,42.9,True,True,True
18,0,0,29.84,43.0,True,True,True
25,56,0,30.46,40.8,True,True,True
64,16,0,28.48,44.9,True,True,True
18,1,0,29.65,43.3,True,True,True
55,97,0,30.21,43.0,True,True,True
25,57,0,30.38,39.6,True,True,True
64,17,0,28.24,43.3,True,True,True
18,2,0,29.40,42.9,True,True,True
55,98,0,29.92,42.4,True,True,True
25,58,0,30.30,40.0,True,True,True
64,18,0,28.30,44.0,True,True,True
18,3,0,29.39,42.5,True,True,True
25,59,0,30.17,40.0,True,True,True
64,19,0,28.22,43.4,True,True,True
55,100,0,29.78,42.4,True,True,True
64,20,0,28.36,43.5,True,True,True
55,101,0,29.73,42.4,True,True,True
25,61,0,29.93,40.5,True,True,True
64,21,0,28.41,43.4,True,True,True
18,6,0,29.03,41.7,True,True,True
25,62,0,30.11,40.8,True,True,True
64,22,0,28.49,43.5,True,True,True
55,103,0,29.64,42.5,True,True,True
25,63,0,29.86,41.0,True,True,True
64,23,0,28.59,43.5,True,True,True
18,8,0,28.91,41.5,True,True,True
55,104,0,29.67,42.5,True,True,True
25,64,0,29.92,41.0,True,True,True
64,24,0,28.47,43.4,True,True,True
55,105,0,29.62,42.6,True,True,True
25,65,0,29.78,41.1,True,True,True
55,106,0,29.64,42.6,True,True,True
25,66,0,29.94,41.2,True,True,True
64,26,0,28.55,43.4,True,True,True
55,107,0,29.60,42.5,True,True,True
64,27,0,28.45,43.3,True,True,True
18,12,0,28.97,41.2,True,True,True
64,78,0,28.61,45.3,True,True,True
18,63,0,29.36,40.7,True,True,True
64,79,0,28.56,45.3,True,True,True
18,64,0,29.50,40.7,True,True,True
63,1,0,28.44,43.2,True,True,True
64,80,0,28.74,44.2,True,True,True
30,18,0,29.52,40.1,True,True,True
64,81,0,28.73,44.1,True,True,True
18,66,0,29.12,40.7,True,True,True
30,19,0,29.54,40.7,True,True,True
55,161,0,29.76,43.4,True,True,True
64,82,0,28.70,44.0,True,True,True
18,67,0,29.18,40.7,True,True,True
63,4,0,28.05,43.3,True,True,True
30,20,0,29.50,40.3,True,True,True
55,162,0,29.73,42.7,True,True,True
55,29,0,34.92,43.3,True,True,True
64,83,0,28.79,44.6,True,True,True
18,68,0,29.53,40.7,True,True,True
63,5,0,27.92,43.5,True,True,True
30,21,0,29.39,40.2,True,True,True
55,163,0,29.72,42.9,True,True,True
55,30,0,34.79,43.6,True,True,True
25,123,0,29.98,41.1,True,True,True
64,84,0,28.76,43.4,True,True,True
18,69,0,29.48,40.6,True,True,True
63,6,0,27.88,43.6,True,True,True
30,22,0,29.47,39.8,True,True,True
55,164,0,29.75,42.7,True,True,True
55,31,0,34.74,43.4,True,True,True
25,124,0,29.87,40.7,True,True,True
64,85,0,28.76,45.2,True,True,True
18,70,0,29.39,40.6,True,True,True
63,6,0,27.88,43.6,True,True,True
30,23,0,29.43,40.2,True,True,True
55,165,0,29.68,42.6,True,True,True
25,125,0,29.96,41.1,True,True,True
64,86,0,28.67,43.7,True,True,True
18,71,0,29.40,40.7,True,True,True
63,7,0,27.82,43.9,True,True,True
30,24,0,29.52,40.5,True,True,True
55,166,0,29.62,42.9,True,True,True
55,33,0,34.81,43.4,True,True,True
25,126,0,29.86,41.3,True,True,True
64,87,0,28.81,45.1,True,True,True
18,72,0,29.31,40.7,True,True,True
30,25,0,29.52,40.4,True,True,True
55,167,0,29.63,43.2,True,True,True
55,34,0,34.82,43.6,True,True,True
25,127,0,30.10,42.4,True,True,True
64,88,0,28.96,47.7,True,True,True
18,73,0,29.19,40.8,True,True,True
63,9,0,27.76,44.1,True,True,True
30,26,0,29.63,41.1,True,True,True
55,168,0,29.69,44.2,True,True,True
55,35,0,34.82,44.5,True,True,True
25,128,0,30.29,43.8,True,True,True
64,89,0,28.98,46.5,True,True,True
18,74,0,29.10,40.8,True,True,True
63,10,0,27.76,44.2,True,True,True
30,27,0,29.66,40.7,True,True,True
55,169,0,29.71,44.4,True,True,True
55,36,0,34.77,43.7,True,True,True
25,129,0,30.45,42.5,True,True,True
64,90,0,28.82,43.9,True,True,True
18,75,0,29.46,40.9,True,True,True
63,11,0,27.73,44.3,True,True,True
30,28,0,29.67,39.7,True,True,True
55,170,0,29.77,43.6,True,True,True
55,37,0,34.73,43.2,True,True,True
25,130,0,30.40,41.0,True,True,True
64,91,0,28.69,45.9,True,True,True
18,76,0,29.44,41.0,True,True,True
63,12,0,27.66,44.5,True,True,True
30,29,0,29.67,40.0,True,True,True
55,171,0,29.74,43.0,True,True,True
55,38,0,34.75,43.0,True,True,True
25,131,0,30.16,41.9,True,True,True
64,92,0,28.87,47.2,True,True,True
18,77,0,29.62,41.1,True,True,True
30,30,0,29.61,40.6,True,True,True
55,172,0,29.72,44.0,True,True,True
55,39,0,34.87,43.6,True,True,True
25,132,0,29.83,41.4,True,True,True
64,93,0,28.86,43.6,True,True,True
18,78,0,30.41,41.1,True,True,True
63,14,0,27.71,44.6,True,True,True
55,173,0,29.67,43.5,True,True,True
55,40,0,34.96,43.6,True,True,True
25,133,0,29.75,41.1,True,True,True
64,94,0,28.91,43.8,True,True,True
18,79,0,30.37,40.9,True,True,True
63,15,0,27.75,44.5,True,True,True
30,32,0,29.55,40.6,True,True,True
55,174,0,29.85,42.9,True,True,True
55,41,0,34.76,43.6,True,True,True
25,134,0,29.71,41.3,True,True,True
64,95,0,29.04,43.5,True,True,True
18,80,0,30.26,40.9,True,True,True
63,16,0,27.73,44.5,True,True,True
30,33,0,30.54,40.4,True,True,True
55,175,0,30.08,42.8,True,True,True
55,42,0,34.12,44.1,True,True,True
25,135,0,29.64,41.8,True,True,True
64,96,0,28.97,43.4,True,True,True
18,81,0,30.01,40.6,True,True,True
63,17,0,27.76,44.5,True,True,True
30,34,0,31.08,39.7,True,True,True
55,176,0,31.17,42.4,True,True,True
55,43,0,32.75,43.5,True,True,True
25,136,0,29.58,40.5,True,True,True
64,97,0,28.95,43.3,True,True,True
18,82,0,29.99,40.3,True,True,True
63,18,0,27.76,44.6,True,True,True
55,177,0,31.60,42.1,True,True,True
55,44,0,32.40,42.7,True,True,True
25,137,0,29.66,40.1,True,True,True
64,98,0,28.90,43.8,True,True,True
18,83,0,29.86,40.1,True,True,True
63,19,0,27.76,44.5,True,True,True
30,36,0,31.33,40.4,True,True,True
55,178,0,31.65,42.1,True,True,True
55,45,0,32.14,42.6,True,True,True
25,138,0,29.73,39.9,True,True,True
64,99,0,28.89,47.9,True,True,True
18,84,0,29.82,40.0,True,True,True
63,20,0,27.75,44.6,True,True,True
30,37,0,31.41,40.9,True,True,True
55,179,0,31.91,41.9,True,True,True
55,46,0,32.00,42.4,True,True,True
25,139,0,29.41,39.7,True,True,True
1,0,0,30.00,44.7,True,True,True
64,100,0,28.88,45.5,True,True,True
18,85,0,29.80,40.1,True,True,True
63,21,0,27.76,44.6,True,True,True
30,38,0,31.17,41.6,True,True,True
55,180,0,31.16,42.5,True,True,True
55,47,0,31.87,42.3,True,True,True
25,140,0,29.53,41.4,True,True,True
1,1,0,30.00,42.0,True,True,True
64,101,0,28.92,48.2,True,True,True
63,22,0,27.82,44.7,True,True,True
30,39,0,31.44,41.3,True,True,True
55,181,0,30.56,46.4,True,True,True
55,48,0,31.88,46.4,True,True,True
25,141,0,29.62,41.7,True,True,True
64,102,0,29.03,48.9,True,True,True
18,87,0,29.46,40.4,True,True,True
63,23,0,27.82,44.6,True,True,True
30,40,0,31.60,42.0,True,True,True
55,182,0,30.29,46.8,True,True,True
55,49,0,31.90,44.9,True,True,True
25,142,0,29.81,44.1,True,True,True
64,103,0,28.96,48.0,True,True,True
18,88,0,29.32,40.5,True,True,True
63,24,0,27.83,44.6,True,True,True
30,41,0,31.74,41.5,True,True,True
55,183,0,30.11,46.0,True,True,True
25,143,0,29.83,43.4,True,True,True
1,4,0,30.00,43.3,True,True,True
64,104,0,28.95,46.6,True,True,True
18,89,0,29.37,40.9,True,True,True
63,25,0,27.81,45.0,True,True,True
30,42,0,31.73,40.6,True,True,True
55,184,0,29.95,46.4,True,True,True
55,51,0,31.85,45.7,True,True,True
25,144,0,29.73,42.3,True,True,True
1,5,0,30.00,44.3,True,True,True
21,0,0,27.98,44.1,True,True,True
64,105,0,28.92,44.6,True,True,True
18,90,0,29.35,41.0,True,True,True
63,26,0,27.77,45.5,True,True,True
30,43,0,31.64,39.9,True,True,True
55,185,0,30.55,43.2,True,True,True
55,52,0,31.86,43.7,True,True,True
25,145,0,29.57,41.2,True,True,True
1,6,0,30.50,43.2,True,True,True
21,1,0,28.25,44.2,True,True,True
64,106,0,28.96,44.4,True,True,True
18,91,0,29.34,41.1,True,True,True
63,27,0,27.78,45.3,True,True,True
30,44,0,31.61,40.0,True,True,True
55,186,0,30.82,42.6,True,True,True
55,53,0,31.95,43.1,True,True,True
25,146,0,29.26,40.8,True,True,True
1,7,0,30.50,45.1,True,True,True
21,2,0,28.42,44.1,True,True,True
64,107,0,28.91,44.4,True,True,True
18,92,0,29.37,41.2,True,True,True
30,45,0,31.87,39.8,True,True,True
55,187,0,30.57,42.5,True,True,True
55,54,0,31.97,43.0,True,True,True
21,3,0,28.53,44.0,True,True,True
64,108,0,28.92,44.5,True,True,True
30,46,0,31.80,40.2,True,True,True
55,188,0,31.06,42.4,True,True,True
55,55,0,31.99,42.9,True,True,True
25,148,0,29.47,40.8,True,True,True
21,4,0,28.60,43.9,True,True,True
64,109,0,29.00,46.3,True,True,True
18,94,0,29.55,41.3,True,True,True
63,30,0,27.79,45.3,True,True,True
30,47,0,31.98,42.2,True,True,True
55,189,0,30.96,42.5,True,True,True
55,56,0,31.97,42.9,True,True,True
25,149,0,29.62,41.8,True,True,True
32,0,0,30.65,44.8,True,True,True
21,5,0,28.58,44.0,True,True,True
64,110,0,29.02,44.6,True,True,True
18,95,0,29.96,41.6,True,True,True
30,48,0,32.80,40.8,True,True,True
55,190,0,31.65,42.7,True,True,True
55,57,0,31.78,44.3,True,True,True
25,150,0,29.55,40.8,True,True,True
32,1,0,30.15,44.1,True,True,True
21,6,0,28.62,43.9,True,True,True
64,111,0,28.96,44.4,True,True,True
18,96,0,30.05,41.3,True,True,True
63,32,0,27.84,45.3,True,True,True
30,49,0,33.21,39.5,True,True,True
55,191,0,31.17,42.6,True,True,True
55,58,0,31.55,43.4,True,True,True
21,7,0,28.67,43.8,True,True,True
64,112,0,29.11,46.8,True,True,True
18,97,0,30.18,41.1,True,True,True
63,33,0,27.85,45.3,True,True,True
30,50,0,33.24,40.6,True,True,True
55,192,0,31.55,42.4,True,True,True
55,59,0,31.46,42.5,True,True,True
25,152,0,29.39,43.0,True,True,True
32,0,0,30.16,44.4,True,True,True
64,113,0,29.08,44.6,True,True,True
63,34,0,27.81,45.3,True,True,True
30,51,0,33.36,39.7,True,True,True
55,193,0,30.91,43.4,True,True,True
55,60,0,31.23,43.2,True,True,True
25,153,0,29.51,41.4,True,True,True
32,1,0,30.26,38.5,True,True,True
64,114,0,29.20,45.4,True,True,True
18,99,0,30.28,41.2,True,True,True
63,35,0,28.06,48.9,True,True,True
30,52,0,33.58,40.1,True,True,True
55,194,0,30.69,42.7,True,True,True
55,61,0,31.20,42.6,True,True,True
25,154,0,29.64,41.5,True,True,True
32,2,0,31.15,32.7,True,True,True
64,115,0,29.17,44.5,True,True,True
18,100,0,30.20,41.1,True,True,True
63,36,0,29.36,44.1,True,True,True
30,53,0,33.72,39.5,True,True,True
55,195,0,30.50,42.7,True,True,True
55,62,0,31.29,43.0,True,True,True
25,155,0,29.38,41.1,True,True,True
32,3,0,31.73,31.6,True,True,True
21,2,0,30.98,40.1,True,True,True
64,116,0,29.18,44.5,True,True,True
18,101,0,30.29,41.1,True,True,True
63,37,0,30.01,42.3,True,True,True
30,54,0,33.60,40.1,True,True,True
55,196,0,30.46,42.8,True,True,True
55,63,0,31.35,42.8,True,True,True
25,156,0,29.67,42.3,True,True,True
32,4,0,31.93,29.8,True,True,True
21,3,0,31.40,36.7,True,True,True
64,117,0,29.07,45.5,True,True,True
18,102,0,30.18,41.2,True,True,True
63,38,0,30.43,42.4,True,True,True
30,55,0,33.57,39.2,True,True,True
55,197,0,30.76,42.7,True,True,True
55,64,0,31.30,43.2,True,True,True
32,5,0,32.34,29.4,True,True,True
21,4,0,31.62,35.7,True,True,True
64,118,0,28.97,44.6,True,True,True
18,103,0,30.20,41.1,True,True,True
63,39,0,30.67,41.0,True,True,True
55,198,0,30.53,42.7,True,True,True
55,65,0,31.21,43.1,True,True,True
25,158,0,29.71,41.8,True,True,True
32,6,0,32.57,29.6,True,True,True
21,5,0,31.72,35.1,True,True,True
27,0,0,30.03,47.0,True,True,True
64,119,0,29.12,44.9,True,True,True
18,104,0,30.33,41.2,True,True,True
63,40,0,30.55,41.1,True,True,True
30,57,0,33.51,40.0,True,True,True
55,199,0,30.55,43.1,True,True,True
55,66,0,31.26,43.5,True,True,True
25,159,0,29.48,42.0,True,True,True
32,7,0,31.51,29.6,True,True,True
21,6,0,31.61,34.7,True,True,True
27,1,0,29.35,42.1,True,True,True
64,120,0,29.04,44.8,True,True,True
18,105,0,30.39,41.2,True,True,True
63,41,0,30.41,40.9,True,True,True
30,58,0,33.22,40.1,True,True,True
55,200,0,30.30,43.1,True,True,True
55,67,0,31.13,43.7,True,True,True
25,160,0,29.55,42.1,True,True,True
32,8,0,30.80,29.5,True,True,True
21,7,0,31.53,34.4,True,True,True
27,2,0,29.26,42.9,True,True,True
64,121,0,29.06,44.7,True,True,True
18,106,0,30.59,41.0,True,True,True
63,42,0,30.29,40.6,True,True,True
30,59,0,33.14,40.5,True,True,True
55,201,0,30.24,43.1,True,True,True
55,68,0,31.15,43.7,True,True,True
25,161,0,29.70,41.9,True,True,True
32,9,0,30.49,29.3,True,True,True
21,8,0,31.49,33.9,True,True,True
27,3,0,29.20,43.7,True,True,True
64,122,0,29.12,44.9,True,True,True
18,107,0,30.61,41.1,True,True,True
63,43,0,30.27,40.6,True,True,True
30,60,0,33.20,40.5,True,True,True
